2016orore, 2016mike2, 2016nhdur, 2016orwil, 2016inpmh, 2016mxmc, 2016onto, 2016njfla, 2016ausy, 2016cave, 2016nyli, 2016inwch, 2016lake, 2016nytr, 2016txho, 2016waell, 2016pahat, 2016waspo, 2016arc, 2016necmp, 2016misjo, 2016hop, 2016inwla, 2016cmp, 2016arlr, 2016week0, 2016alhu, 2016mosl, 2016mokc, 2016tnkn, 2016iacf, 2016miwat, 2016incmp, 2016waamv, 2016miann, 2016cama, 2016nvlv, 2016abca, 2016ncral, 2016milsu, 2016mdedg, 2016cada, 2016mabos, 2016ilpe, 2016ripro, 2016njtab, 2016nyro, 2016calb, 2016flor, 2016mitry, 2016qcmo, 2016nccmp, 2016cars, 2016mdbet, 2016vahay, 2016flwp, 2016carv, 2016new, 2016casj, 2016casd, 2016mawor, 2016mrcmp, 2016mndu2, 2016melew, 2016wamou, 2016paca, 2016txlu, 2016milan, 2016miliv, 2016misou, 2016milak, 2016marea, 2016azpx, 2016gacmp, 2016mnmi, 2016gaken, 2016mdblr, 2016ohci, 2016ohcl, 2016txda, 2016ista, 2016ncash, 2016ncbui, 2016waahs, 2016ctwat, 2016wimi, 2016gal, 2016onwi, 2016miesc, 2016pawch, 2016manda, 2016pncmp, 2016vabla, 2016orphi, 2016ncmcl, 2016code, 2016mndu, 2016scmb, 2016onwa, 2016vapor, 2016mimar, 2016vados, 2016gacol, 2016miket, 2016hiho, 2016ilch, 2016onnb, 2016txsa, 2016azfl, 2016onto2, 2016nyny, 2016miwmi, 2016miken, 2016chcmp, 2016mihow, 2016cur, 2016mnmi2, 2016utwv, 2016micen, 2016gadal, 2016njbri, 2016capl, 2016mimid, 2016micmp, 2016gaalb, 2016njski, 2016wasno, 2016idbo, 2016nhgrs, 2016okok, 2016cthar, 2016tes, 2016paphi, 2016mitvc, 2016mibro, 2016mista
5.0, 4.0, 4.0, 6.0, 7.0, 4.0, 10.0, 6.0, 2.0, 7.0, 11.0, 8.0, 9.0, 6.0, 8.0, 7.0, 8.0, 1.0, 0.0, 26.0, 5.0, 0.0, 8.0, 153.0, 6.0, 9.0, 12.0, 7.0, 8.0, 7.0, 11.0, 7.0, 9.0, 10.0, 3.0, 6.0, 7.0, 5.0, 3.0, 5.0, 4.0, 7.0, 11.0, 9.0, 7.0, 6.0, 7.0, 10.0, 9.0, 6.0, 6.0, 5.0, 0.0, 4.0, 5.0, 9.0, 0.0, 0.0, 9.0, 6.0, 9.0, 17.0, 5.0, 5.0, 6.0, 11.0, 5.0, 4.0, 8.0, 6.0, 2.0, 6.0, 5.0, 6.0, 3.0, 4.0, 2.0, 14.0, 11.0, 6.0, 8.0, 3.0, 4.0, 7.0, 6.0, 9.0, 0.0, 5.0, 2.0, 8.0, 9.0, 18.0, 3.0, 11.0, 5.0, 8.0, 6.0, 8.0, 7.0, 3.0, 5.0, 5.0, 4.0, 2.0, 6.0, 8.0, 6.0, 7.0, 13.0, 8.0, 10.0, 4.0, 2.0, 12.0, 4.0, 0.0, 3.0, 9.0, 4.0, 2.0, 6.0, 4.0, 3.0, 29.0, 3.0, 9.0, 5.0, 6.0, 6.0, 3.0, 7.0, 0.0, 7.0, 3.0, 4.0, 4.0
